year,date,plot,n.mls,avmls,sdmls,n.n,avno3,sdno3,avnh4,sdnh4
2009,2009-07-28,PNS,NA,NA,NA,5,1.274,0.881,0.088,0.143
2009,2009-08-27,HC,NA,NA,NA,2,0,0,0.2,0.097
2009,2009-08-27,HH,NA,NA,NA,5,0,0,0.035,0.048
2009,2009-08-27,HL,NA,NA,NA,3,0,0,0.062,0.108
2009,2009-08-27,HNS,NA,NA,NA,1,0,NA,0.125,NA
2009,2009-08-27,PC,NA,NA,NA,5,0.187,0.361,0.238,0.396
2009,2009-08-27,PH,NA,NA,NA,3,0.523,0.906,0.394,0.239
2009,2009-08-27,PL,NA,NA,NA,3,2.977,0.967,0.087,0.085
2009,2009-08-27,PNS,NA,NA,NA,3,0.522,0.493,0.036,0.062
2009,2009-10-01,HH,NA,NA,NA,2,0.042,0.059,0.073,0.103
2009,2009-10-01,PH,NA,NA,NA,1,0,NA,0.563,NA
2009,2009-10-01,PL,NA,NA,NA,2,6.663,6.631,0.091,0.016
2009,2009-10-01,PNS,NA,NA,NA,2,1.257,1.778,0.142,0.074
2009,2009-10-16,HC,NA,NA,NA,1,0,NA,0.255,NA
2009,2009-10-16,HH,NA,NA,NA,4,0.2,0.266,0.08,0.054
2009,2009-10-16,HL,NA,NA,NA,2,0.064,0.09,0.19,0.057
2009,2009-10-16,HNS,NA,NA,NA,4,0.2,0.346,0.184,0.126
2009,2009-10-16,PC,NA,NA,NA,3,0.049,0.085,0.206,0.038
2009,2009-10-16,PH,NA,NA,NA,4,1.95,3.075,0.117,0.138
2009,2009-10-16,PL,NA,NA,NA,2,8.657,7.669,0.043,0.061
2009,2009-10-16,PNS,NA,NA,NA,3,1.578,2.733,0.064,0.057
2009,2009-11-13,HC,NA,NA,NA,2,0,0,0.124,0.039
2009,2009-11-13,HH,NA,NA,NA,1,0.739,NA,0.096,NA
2009,2009-11-13,HL,NA,NA,NA,1,0,NA,0.11,NA
