year,jday,plot,LAI,SE
2008,289,A1,3.19,0.04
2008,289,A2,4.08,0.15
2008,289,A3,3.67,0.06
2008,289,B1,3.67,0.22
2008,289,B2,2.75,0.03
2008,289,B3,3.73,0.03
2008,289,B4,3.62,0.13
2008,289,C1,3.69,0.07
2008,289,C2,3.48,0.11
2008,289,C3,2.93,0.04
2008,289,C4,4.43,0.04
2008,289,C5,3.78,0.12
2008,289,D1,3.42,0.06
2008,289,D2,3.18,0.05
2008,289,D3,3.19,0.04
2008,289,D4,2.6,0.06
2008,289,D5,2.83,0.05
2008,289,E1,3.5,0.16
2008,289,E2,3.04,0.02
2008,289,E3,3.17,0.04
2008,289,E4,4.23,0.04
2008,289,E5,5.65,0.17
2008,289,F1,4.17,0.34
2008,289,F2,3.11,0.03
2008,289,F3,4.53,0.14
2008,289,F4,3.9,0.03
2008,289,F5,4.07,0.19
2008,289,G1,3.92,0.08
2008,289,G2,5.13,0.08
2008,289,G5,6.08,0.1
2008,289,H1,5.48,0.3
2008,289,H2,5.42,0.03
2008,289,H5,5.39,0.03
2008,289,PAR,4.45,0.14
2008,301,A1,2.2,0.03
2008,301,A2,2.74,0.17
2008,301,A3,2.23,0.05
2008,301,B1,2.31,0.07
2008,301,B2,2.02,0.11
2008,301,B3,2.57,0.05
2008,301,B4,2.15,0.05
2008,301,C1,2.7,0.02
2008,301,C2,2.27,0.05
2008,301,C3,1.95,0.04
2008,301,C4,3.22,0.03
2008,301,C5,2.55,0.11
2008,301,D1,2.64,0.06
2008,301,D2,2.05,0.01
2008,301,D3,2.07,0.04
2008,301,D4,1.39,0.04
2008,301,D5,1.63,0.01
2008,301,E1,2.64,0.11
2008,301,E2,2.09,0
2008,301,E3,2.19,0.01
2008,301,E4,3.19,0.03
2008,301,E5,4.84,0.15
2008,301,F1,3.65,0.3
2008,301,F2,2.48,0.02
2008,301,F3,2.87,0.2
2008,301,F4,2.93,0.01
2008,301,F5,3.2,0.17
2008,301,G1,3.19,0.1
2008,301,G2,4.57,0.06
2008,301,G5,5.13,0.09
2008,301,H1,4.75,0.3
2008,301,H2,4.93,0.04
2008,301,H5,4.68,0.03
2008,301,PAR,3.37,0.09
2008,308,A1,1.81,0.02
2008,308,A2,2.12,0.1
2008,308,A3,1.93,0.04
2008,308,B1,2.02,0.13
2008,308,B2,1.85,0.09
2008,308,B3,2.27,0.06
2008,308,B4,1.87,0.05
2008,308,C1,2.28,0.02
2008,308,C2,1.99,0.05
2008,308,C3,1.64,0.03
2008,308,C4,2.85,0.06
2008,308,C5,2.05,0.09
2008,308,D1,2.24,0.06
2008,308,D2,1.85,0.01
2008,308,D3,1.75,0.04
2008,308,D4,1.32,0.02
2008,308,D5,1.52,0.01
2008,308,E1,2.28,0.08
2008,308,E2,1.95,0.03
2008,308,E3,1.97,0.01
2008,308,E4,2.86,0.03
2008,308,E5,4.55,0.16
2008,308,F1,3.28,0.31
2008,308,F2,2.2,0.04
2008,308,F3,2.39,0.2
2008,308,F4,2.48,0.02
2008,308,F5,2.99,0.17
2008,308,G1,2.87,0.12
2008,308,G2,4.24,0.08
2008,308,G5,4.76,0.08
2008,308,H1,4.34,0.3
2008,308,H2,4.53,0.05
2008,308,H5,4.27,0.04
2008,308,PAR,2.67,0.04
2008,326,A1,0.99,0.01
2008,326,A2,1.29,0.12
2008,326,A3,1.01,0.02
2008,326,B1,1.23,0.09
2008,326,B2,1.1,0.05
2008,326,B3,1.12,0.06
2008,326,B4,1.01,0.01
2008,326,C1,1.18,0.03
2008,326,C2,1.27,0.05
2008,326,C3,1.26,0.03
2008,326,C4,1.8,0.04
2008,326,C5,0.98,0.02
2008,326,D1,1.37,0.05
2008,326,D2,1.04,0.01
2008,326,D3,1,0.02
2008,326,D4,1.11,0.03
2008,326,D5,0.9,0.01
2008,326,E1,1.56,0.1
2008,326,E2,1.43,0.02
2008,326,E3,1.12,0.01
2008,326,E4,2.08,0.03
2008,326,E5,3.81,0.11
2008,326,F1,3.24,0.25
2008,326,F2,1.8,0.03
2008,326,F3,2.06,0.18
2008,326,F4,1.73,0.02
2008,326,F5,2.39,0.18
2008,326,G1,2.76,0.11
2008,326,G2,4.07,0.03
2008,326,G5,3.99,0.07
2008,326,H1,3.5,0.27
2008,326,H2,4.22,0.05
2008,326,H5,3.86,0.03
2008,326,PAR,1.05,0.01
2009,99,A1,0.97,0.01
2009,99,A2,1.05,0.06
2009,99,A3,0.87,0.02
2009,99,B1,1.09,0.03
2009,99,B2,1,0.09
2009,99,B3,0.86,0.02
2009,99,B4,0.91,0.01
2009,99,C1,1.05,0.02
2009,99,C2,1.05,0.07
2009,99,C3,1.06,0.03
2009,99,C4,1.59,0.03
2009,99,C5,0.85,0.02
2009,99,D1,1.08,0.04
2009,99,D2,0.84,0.01
2009,99,D3,0.83,0.01
2009,99,D4,0.84,0.02
2009,99,D5,0.76,0.01
2009,99,E1,1.52,0.08
2009,99,E2,1.29,0.02
2009,99,E3,0.93,0.01
2009,99,E4,1.91,0.02
2009,99,E5,3.33,0.07
2009,99,F1,3.04,0.22
2009,99,F2,1.6,0.04
2009,99,F3,1.93,0.14
2009,99,F4,1.47,0.01
2009,99,F5,2.12,0.14
2009,99,G1,2.52,0.09
2009,99,G2,3.96,0.07
2009,99,G5,3.5,0.11
2009,99,H1,3.27,0.22
2009,99,H2,3.89,0.03
2009,99,H5,3.54,0.04
2009,99,PAR,1.05,0
2009,126,A1,1.28,0.03
2009,126,A2,1.44,0.05
2009,126,A3,1.38,0.05
2009,126,B1,1.36,0.05
2009,126,B2,1.33,0.07
2009,126,B3,1.22,0.02
2009,126,B4,1.45,0.03
2009,126,C1,1.35,0.02
2009,126,C2,1.36,0.07
2009,126,C3,1.46,0.03
2009,126,C4,1.93,0.05
2009,126,C5,1.48,0.03
2009,126,D1,1.36,0.04
2009,126,D2,1.18,0
2009,126,D3,1.25,0.02
2009,126,D4,1.17,0.02
2009,126,D5,1.13,0.02
2009,126,E1,1.89,0.12
2009,126,E2,1.63,0.01
2009,126,E3,1.4,0.03
2009,126,E4,2.34,0.03
2009,126,E5,3.54,0.06
2009,126,F1,2.95,0.24
2009,126,F2,2.17,0.04
2009,126,F3,2.36,0.13
2009,126,F4,1.77,0.02
2009,126,F5,2.62,0.16
2009,126,G1,2.53,0.1
2009,126,G2,4.1,0.04
2009,126,G5,3.68,0.08
2009,126,H1,3.08,0.22
2009,126,H2,3.89,0.05
2009,126,H5,3.76,0.02
2009,126,PAR,1.58,0.01
2009,134,A1,2.08,0.08
2009,134,A2,2.25,0.09
2009,134,A3,2.11,0.08
2009,134,B1,2.09,0.09
2009,134,B2,1.99,0.09
2009,134,B3,1.78,0.02
2009,134,B4,2.43,0.07
2009,134,C1,2.11,0.03
2009,134,C2,1.91,0.12
2009,134,C3,2.18,0.04
2009,134,C4,2.46,0.04
2009,134,C5,2.69,0.06
2009,134,D1,1.81,0.03
2009,134,D2,1.71,0.01
2009,134,D3,1.88,0.04
2009,134,D4,1.74,0.03
2009,134,D5,1.71,0.05
2009,134,E1,2.57,0.13
2009,134,E2,2.2,0.02
2009,134,E3,2.05,0.05
2009,134,E4,2.81,0.03
2009,134,E5,3.95,0.05
2009,134,F1,3.57,0.26
2009,134,F2,3.19,0.08
2009,134,F3,3.44,0.12
2009,134,F4,2.3,0.03
2009,134,F5,3.02,0.15
2009,134,G1,3.08,0.04
2009,134,G2,4.71,0.03
2009,134,G5,4.06,0.07
2009,134,H1,3.72,0.19
2009,134,H2,4.26,0.05
2009,134,H5,4.22,0.03
2009,134,PAR,2.83,0.1
2009,140,A1,3.2,0.11
2009,140,A2,3.33,0.06
2009,140,A3,3.02,0.12
2009,140,B1,3.26,0.09
2009,140,B2,3.12,0.1
2009,140,B3,2.7,0.03
2009,140,B4,3.48,0.11
2009,140,C1,3.14,0.04
2009,140,C2,3.21,0.1
2009,140,C3,3.18,0.06
2009,140,C4,3.5,0.04
2009,140,C5,3.95,0.07
2009,140,D1,2.9,0.03
2009,140,D2,2.68,0.03
2009,140,D3,2.82,0.05
2009,140,D4,2.52,0.04
2009,140,D5,2.53,0.07
2009,140,E1,3.45,0.13
2009,140,E2,3.09,0.02
2009,140,E3,2.86,0.05
2009,140,E4,3.59,0.02
2009,140,E5,4.81,0.06
2009,140,F1,4.35,0.25
2009,140,F2,4.28,0.09
2009,140,F3,4.53,0.08
2009,140,F4,3.34,0.03
2009,140,F5,3.63,0.12
2009,140,G1,3.67,0.04
2009,140,G2,5.38,0.03
2009,140,G5,5.03,0.07
2009,140,H1,4.54,0.18
2009,140,H2,5,0.04
2009,140,H5,5.08,0.03
2009,140,PAR,4.08,0.07
2009,152,A1,3.73,0.13
2009,152,A2,3.83,0.07
2009,152,A3,3.74,0.13
2009,152,B1,3.81,0.13
2009,152,B2,3.74,0.11
2009,152,B3,3.46,0.04
2009,152,B4,4.23,0.19
2009,152,C1,3.73,0.06
2009,152,C2,3.66,0.17
2009,152,C3,4,0.09
2009,152,C4,4.09,0.04
2009,152,C5,4.59,0.14
2009,152,D1,3.46,0.06
2009,152,D2,3.44,0.04
2009,152,D3,3.33,0.07
2009,152,D4,3.19,0.03
2009,152,D5,3.04,0.09
2009,152,E1,4.2,0.17
2009,152,E2,3.74,0.03
2009,152,E3,3.58,0.06
2009,152,E4,4.25,0.04
2009,152,E5,5.03,0.05
2009,152,F1,4.62,0.27
2009,152,F2,5.01,0.09
2009,152,F3,5.27,0.13
2009,152,F4,3.94,0.04
2009,152,F5,4.44,0.2
2009,152,G1,3.94,0.07
2009,152,G2,5.73,0.08
2009,152,G5,5.34,0.08
2009,152,H1,4.98,0.24
2009,152,H2,5.23,0.05
2009,152,H5,5.41,0.03
2009,152,PAR,4.87,0.09
2009,176,A1,4.07,0.11
2009,176,A2,4.21,0.15
2009,176,A3,3.7,0.11
2009,176,B1,4.18,0.16
2009,176,B2,4.05,0.18
2009,176,B3,3.68,0.03
2009,176,B4,4.7,0.18
2009,176,C1,4.13,0.08
2009,176,C2,3.64,0.18
2009,176,C3,4.42,0.07
2009,176,C4,4.63,0.04
2009,176,C5,5.07,0.11
2009,176,D1,3.67,0.04
2009,176,D2,3.73,0.07
2009,176,D3,3.71,0.07
2009,176,D4,3.53,0.04
2009,176,D5,3.44,0.06
2009,176,E1,4.69,0.19
2009,176,E2,4.07,0.05
2009,176,E3,4.07,0.09
2009,176,E4,4.66,0.06
2009,176,E5,5.36,0.06
2009,176,F1,4.84,0.28
2009,176,F2,5.33,0.05
2009,176,F3,5.56,0.12
2009,176,F4,4.04,0.06
2009,176,F5,4.99,0.2
2009,176,G1,4.11,0.08
2009,176,G2,6.17,0.04
2009,176,G5,6.23,0.09
2009,176,H1,5.46,0.19
2009,176,H2,5.58,0.02
2009,176,H5,6.06,0.05
2009,176,PAR,5.23,0.12
2009,190,A1,4.13,0.08
2009,190,A2,4.45,0.21
2009,190,A3,4.03,0.12
2009,190,B1,4.43,0.16
2009,190,B2,4.44,0.35
2009,190,B3,3.96,0.04
2009,190,B4,4.73,0.21
2009,190,C1,4.32,0.06
2009,190,C2,4.2,0.21
2009,190,C3,4.42,0.12
2009,190,C4,4.35,0.07
2009,190,C5,5.16,0.09
2009,190,D1,3.8,0.06
2009,190,D2,3.82,0.05
2009,190,D3,3.71,0.08
2009,190,D4,3.54,0.04
2009,190,D5,3.4,0.08
2009,190,E1,4.77,0.18
2009,190,E2,4,0.06
2009,190,E3,3.87,0.03
2009,190,E4,4.86,0.05
2009,190,E5,5.6,0.12
2009,190,F1,5.2,0.29
2009,190,F2,5.37,0.15
2009,190,F3,5.84,0.15
2009,190,F4,4.48,0.04
2009,190,F5,4.92,0.16
2009,190,G1,4.22,0.04
2009,190,G2,6.49,0.07
2009,190,G5,6.06,0.1
2009,190,H1,5.77,0.19
2009,190,H2,6.02,0.03
2009,190,H5,5.91,0.03
2009,190,PAR,5.21,0.07
2009,218,A1,4.31,0.13
2009,218,A2,4.33,0.09
2009,218,A3,4.05,0.15
2009,218,B1,4.44,0.1
2009,218,B2,4.24,0.17
2009,218,B3,4,0.03
2009,218,B4,4.66,0.19
2009,218,C1,4.47,0.04
2009,218,C2,4.13,0.16
2009,218,C3,4.36,0.07
2009,218,C4,4.6,0.04
2009,218,C5,4.84,0.12
2009,218,D1,4.1,0.04
2009,218,D2,3.94,0.04
2009,218,D3,3.62,0.07
2009,218,D4,3.53,0.06
2009,218,D5,3.46,0.08
2009,218,E1,4.49,0.16
2009,218,E2,4.15,0.04
2009,218,E3,3.99,0.06
2009,218,E4,4.78,0.04
2009,218,E5,5.66,0.06
2009,218,F1,5.28,0.29
2009,218,F2,5.33,0.08
2009,218,F3,5.74,0.11
2009,218,F4,4.54,0.03
2009,218,F5,4.97,0.18
2009,218,G1,4.3,0.04
2009,218,G2,6.46,0.06
2009,218,G5,6.14,0.08
2009,218,H1,5.98,0.21
2009,218,H2,6.12,0.07
2009,218,H5,5.96,0.04
2009,218,PAR,5.37,0.08
2009,252,A1,4.2,0.04
2009,252,A2,4.13,0.1
2009,252,A3,3.85,0.11
2009,252,B1,4.37,0.13
2009,252,B2,4.05,0.11
2009,252,B3,3.9,0.01
2009,252,B4,4.45,0.25
2009,252,C1,4.45,0.07
2009,252,C2,3.95,0.14
2009,252,C3,4.35,0.08
2009,252,C4,4.46,0.03
2009,252,C5,4.89,0.12
2009,252,D1,4.11,0.06
2009,252,D2,3.87,0.04
2009,252,D3,3.6,0.07
2009,252,D4,3.52,0.02
2009,252,D5,3.39,0.09
2009,252,E1,4.59,0.14
2009,252,E2,4.1,0.05
2009,252,E3,4,0.06
2009,252,E4,4.73,0.03
2009,252,E5,5.83,0.14
2009,252,F1,5.24,0.29
2009,252,F2,5.35,0.07
2009,252,F3,5.79,0.11
2009,252,F4,4.57,0.03
2009,252,F5,5.04,0.16
2009,252,G1,4.34,0.04
2009,252,G2,6.44,0.05
2009,252,G5,5.86,0.08
2009,252,H1,5.7,0.22
2009,252,H2,5.99,0.02
2009,252,H5,5.9,0.02
2009,252,PAR,5.36,0.08
2009,274,A1,3.81,0.08
2009,274,A2,3.99,0.06
2009,274,A3,3.6,0.08
2009,274,B1,3.99,0.12
2009,274,B2,3.76,0.09
2009,274,B3,3.68,0.05
2009,274,B4,4.27,0.21
2009,274,C1,3.97,0.07
2009,274,C2,3.8,0.13
2009,274,C3,3.79,0.09
2009,274,C4,4.21,0.03
2009,274,C5,4.56,0.14
2009,274,D1,3.67,0.06
2009,274,D2,3.63,0.05
2009,274,D3,3.34,0.07
2009,274,D4,2.72,0.03
2009,274,D5,3.11,0.09
2009,274,E1,4.11,0.15
2009,274,E2,3.77,0.04
2009,274,E3,3.62,0.05
2009,274,E4,4.43,0.02
2009,274,E5,5.41,0.08
2009,274,F1,4.79,0.28
2009,274,F2,4.63,0.1
2009,274,F3,5.21,0.13
2009,274,F4,4.21,0.03
2009,274,F5,4.51,0.16
2009,274,G1,3.96,0.04
2009,274,G2,5.96,0.03
2009,274,G5,5.82,0.07
2009,274,H1,5.31,0.2
2009,274,H2,5.62,0.03
2009,274,H5,5.61,0.03
2009,274,PAR,4.93,0.08
2009,288,A1,2.53,0.02
2009,288,A2,3.27,0.06
2009,288,A3,2.89,0.05
2009,288,B1,2.86,0.13
2009,288,B2,2.58,0.14
2009,288,B3,3.03,0.02
2009,288,B4,3.12,0.15
2009,288,C1,3.05,0.04
2009,288,C2,3.03,0.15
2009,288,C3,2.42,0.03
2009,288,C4,3.64,0.04
2009,288,C5,3.42,0.17
2009,288,D1,2.99,0.05
2009,288,D2,2.88,0.03
2009,288,D3,2.65,0.05
2009,288,D4,1.65,0.03
2009,288,D5,2.3,0.05
2009,288,E1,3,0.13
2009,288,E2,2.98,0.06
2009,288,E3,2.88,0.05
2009,288,E4,3.81,0.03
2009,288,E5,4.79,0.07
2009,288,F1,4.02,0.31
2009,288,F2,2.86,0.05
2009,288,F3,3.8,0.12
2009,288,F4,3.42,0.02
2009,288,F5,4,0.17
2009,288,G1,3.35,0.05
2009,288,G2,4.87,0.08
2009,288,G5,4.93,0.08
2009,288,H1,4.64,0.22
2009,288,H2,4.97,0.06
2009,288,H5,4.83,0.02
2009,288,PAR,4.1,0.14
2009,302,A1,1.99,0.04
2009,302,A2,2.11,0.06
2009,302,A3,1.7,0.05
2009,302,B1,2.07,0.07
2009,302,B2,1.81,0.12
2009,302,B3,2.13,0.03
2009,302,B4,1.9,0.06
2009,302,C1,2.33,0.02
2009,302,C2,2,0.1
2009,302,C3,1.69,0.04
2009,302,C4,2.54,0.04
2009,302,C5,2.17,0.11
2009,302,D1,2.36,0.06
2009,302,D2,1.81,0.03
2009,302,D4,1.09,0.03
2009,302,D5,1.36,0.03
2009,302,E1,2.35,0.08
2009,302,E2,2.08,0.04
2009,302,E3,1.91,0.02
2009,302,E4,2.76,0.02
2009,302,E5,4.04,0.07
2009,302,F1,3.48,0.26
2009,302,F2,2.52,0.04
2009,302,F3,2.85,0.16
2009,302,F4,2.65,0.02
2009,302,F5,2.86,0.17
2009,302,G1,3.1,0.09
2009,302,G2,4.63,0.08
2009,302,G5,4.32,0.1
2009,302,H1,4.09,0.23
2009,302,H2,4.8,0.04
2009,302,H5,4.33,0.03
2009,302,PAR,3.13,0.07
2009,322,A1,1.18,0.02
2009,322,A2,1.32,0.17
2009,322,A3,1,0.02
2009,322,B1,1.27,0.06
2009,322,B2,1.18,0.11
2009,322,B3,1.09,0.06
2009,322,B4,1.05,0.01
2009,322,C1,1.34,0.02
2009,322,C2,1.21,0.06
2009,322,C3,1.25,0.03
2009,322,C4,1.71,0.04
2009,322,C5,1.03,0.03
2009,322,D1,1.5,0.05
2009,322,D2,1.03,0.02
2009,322,D3,0.98,0.01
2009,322,D4,0.98,0.03
2009,322,D5,0.87,0.01
2009,322,E1,1.66,0.12
2009,322,E2,1.46,0.02
2009,322,E3,1.13,0.01
2009,322,E4,2.04,0.03
2009,322,E5,3.72,0.09
2009,322,F1,3.19,0.25
2009,322,F2,1.97,0.02
2009,322,F3,2.2,0.14
2009,322,F4,1.8,0.02
2009,322,F5,2.55,0.18
2009,322,G1,2.8,0.1
2009,322,G2,4.21,0.12
2009,322,G5,3.7,0.12
2009,322,H1,3.47,0.21
2009,322,H2,4.31,0.03
2009,322,H5,3.83,0.03
2009,322,PAR,1.25,0.01
2010,103,A1,0.99,0.02
2010,103,A2,1.13,0.09
2010,103,A3,0.92,0.03
2010,103,B1,1.18,0.05
2010,103,B2,1.01,0.06
2010,103,B3,1.01,0.07
2010,103,B4,0.93,0.02
2010,103,C1,1.16,0.02
2010,103,C2,1.11,0.05
2010,103,C3,1.14,0.03
2010,103,C4,1.63,0.04
2010,103,C5,0.9,0.02
2010,103,D1,1.38,0.05
2010,103,D2,0.89,0.02
2010,103,D3,0.89,0.02
2010,103,D4,0.91,0.03
2010,103,D5,0.83,0.02
2010,103,E1,1.58,0.12
2010,103,E2,1.34,0.01
2010,103,E3,0.98,0.01
2010,103,E4,1.9,0.02
2010,103,E5,3.41,0.08
2010,103,F1,3.01,0.26
2010,103,F2,1.62,0.03
2010,103,F3,1.91,0.13
2010,103,F4,1.48,0.01
2010,103,F5,2.1,0.12
2010,103,G1,2.56,0.09
2010,103,G2,4.12,0.04
2010,103,G5,3.41,0.07
2010,103,H1,3.04,0.23
2010,103,H2,3.93,0.04
2010,103,H5,3.5,0.04
2010,103,PAR,1.04,0.01
2010,119,A1,1.38,0.01
2010,119,A2,1.29,0.05
2010,119,A3,1.19,0.04
2010,119,B1,1.58,0.05
2010,119,B2,1.24,0.07
2010,119,B3,1.22,0.06
2010,119,B4,1.26,0.03
2010,119,C1,1.46,0.04
2010,119,C2,1.35,0.05
2010,119,C3,1.39,0.04
2010,119,C4,1.84,0.03
2010,119,C5,1.18,0.02
2010,119,D1,1.6,0.05
2010,119,D2,1.18,0.01
2010,119,D3,1.13,0.01
2010,119,D4,1.23,0.03
2010,119,D5,1.04,0.01
2010,119,E1,1.91,0.12
2010,119,E2,1.64,0.01
2010,119,E3,1.33,0.01
2010,119,E4,2.28,0.01
2010,119,E5,3.81,0.08
2010,119,F1,3.4,0.21
2010,119,F2,2.04,0.02
2010,119,F3,2.43,0.12
2010,119,F4,1.87,0.01
2010,119,F5,2.56,0.15
2010,119,G1,2.81,0.09
2010,119,G2,4.32,0.05
2010,119,G5,3.75,0.06
2010,119,H1,3.37,0.22
2010,119,H2,4.13,0.04
2010,119,H5,3.8,0.03
2010,119,PAR,1.43,0.01
2010,127,A1,2.97,0.05
2010,127,A2,3.05,0.14
2010,127,A3,2.88,0.11
2010,127,B1,3.08,0.08
2010,127,B2,2.75,0.11
2010,127,B3,2.7,0.11
2010,127,B4,3.23,0.09
2010,127,C1,3.02,0.03
2010,127,C2,2.82,0.06
2010,127,C3,2.93,0.07
2010,127,C4,3.33,0.03
2010,127,C5,3.55,0.1
2010,127,D1,2.76,0.04
2010,127,D2,2.42,0.01
2010,127,D3,2.68,0.04
2010,127,D4,2.48,0.05
2010,127,D5,2.48,0.05
2010,127,E1,3.14,0.13
2010,127,E2,2.79,0.01
2010,127,E3,2.5,0.04
2010,127,E4,3.35,0.04
2010,127,E5,4.54,0.06
2010,127,F1,4.39,0.21
2010,127,F2,3.54,0.08
2010,127,F3,4.06,0.1
2010,127,F4,3.07,0.02
2010,127,F5,3.55,0.16
2010,127,G1,3.72,0.04
2010,127,G2,5.16,0.05
2010,127,G5,4.66,0.06
2010,127,H1,4.4,0.16
2010,127,H2,4.89,0.04
2010,127,H5,4.63,0.02
2010,127,PAR,3.53,0.05
2010,136,A1,3.84,0.1
2010,136,A2,3.92,0.15
2010,136,A3,3.66,0.11
2010,136,B1,3.92,0.1
2010,136,B2,3.72,0.14
2010,136,B3,3.39,0.14
2010,136,B4,4.07,0.14
2010,136,C1,3.78,0.06
2010,136,C2,3.57,0.08
2010,136,C3,3.57,0.08
2010,136,C4,3.82,0.04
2010,136,C5,4.32,0.19
2010,136,D1,3.48,0.03
2010,136,D2,3.21,0.02
2010,136,D3,3.31,0.06
2010,136,D4,2.95,0.03
2010,136,D5,2.97,0.06
2010,136,E1,3.87,0.13
2010,136,E2,3.51,0.03
2010,136,E3,3.19,0.04
2010,136,E4,4.13,0.03
2010,136,E5,5.06,0.04
2010,136,F1,4.83,0.22
2010,136,F2,3.95,0.16
2010,136,F3,4.84,0.12
2010,136,F4,3.7,0.02
2010,136,F5,4.03,0.14
2010,136,G1,4.05,0.04
2010,136,G2,5.53,0.12
2010,136,G5,5.26,0.03
2010,136,H1,4.98,0.2
2010,136,H2,5.2,0.05
2010,136,H5,5.25,0.02
2010,136,PAR,4.52,0.06
2010,144,A1,4.45,0.09
2010,144,A2,4.43,0.09
2010,144,A3,4.15,0.13
2010,144,B1,4.81,0.26
2010,144,B2,4.32,0.14
2010,144,B3,4.08,0.08
2010,144,B4,4.73,0.2
2010,144,C1,4.43,0.06
2010,144,C2,4.33,0.13
2010,144,C3,4.37,0.12
2010,144,C4,4.41,0.06
2010,144,C5,5.17,0.15
2010,144,D1,3.97,0.04
2010,144,D2,3.94,0.04
2010,144,D3,3.88,0.08
2010,144,D4,3.63,0.08
2010,144,D5,3.42,0.06
2010,144,E1,4.48,0.16
2010,144,E2,3.99,0.03
2010,144,E3,3.81,0.05
2010,144,E4,4.67,0.04
2010,144,E5,5.44,0.05
2010,144,F1,5.11,0.24
2010,144,F2,4.93,0.06
2010,144,F3,5.5,0.12
2010,144,F4,4.37,0.03
2010,144,F5,4.72,0.16
2010,144,G1,4.23,0.05
2010,144,G2,5.93,0.07
2010,144,G5,5.9,0.05
2010,144,H1,5.55,0.2
2010,144,H2,5.46,0.09
2010,144,H5,5.71,0.03
2010,144,PAR,5.39,0.07
2010,153,A1,4.55,0.11
2010,153,A2,4.54,0.15
2010,153,A3,4.26,0.14
2010,153,B1,4.95,0.26
2010,153,B2,4.56,0.16
2010,153,B3,4.37,0.16
2010,153,B4,4.83,0.2
2010,153,C1,4.59,0.06
2010,153,C2,4.44,0.13
2010,153,C3,4.74,0.11
2010,153,C4,4.75,0.05
2010,153,C5,5.38,0.16
2010,153,D1,3.95,0.05
2010,153,D2,4.12,0.07
2010,153,D3,4.01,0.07
2010,153,D4,3.91,0.06
2010,153,D5,3.7,0.07
2010,153,E1,4.53,0.11
2010,153,E2,4.03,0.05
2010,153,E3,3.94,0.04
2010,153,E4,4.81,0.05
2010,153,E5,5.62,0.08
2010,153,F1,5.18,0.28
2010,153,F2,5.28,0.08
2010,153,F3,5.8,0.12
2010,153,F4,4.48,0.04
2010,153,F5,4.91,0.18
2010,153,G1,4.39,0.07
2010,153,G2,6.2,0.06
2010,153,G5,6.21,0.06
2010,153,H1,5.61,0.19
2010,153,H2,5.78,0.04
2010,153,H5,5.89,0.06
2010,153,PAR,5.6,0.1
2010,169,A1,4.65,0.12
2010,169,A2,4.72,0.12
2010,169,A3,4.37,0.13
2010,169,B1,5.17,0.26
2010,169,B2,4.66,0.16
2010,169,B3,4.32,0.1
2010,169,B4,4.84,0.19
2010,169,C1,4.68,0.03
2010,169,C2,4.59,0.12
2010,169,C3,4.93,0.16
2010,169,C4,4.83,0.05
2010,169,C5,5.49,0.18
2010,169,D1,4.21,0.05
2010,169,D2,4.2,0.06
2010,169,D3,4.11,0.11
2010,169,D4,3.99,0.06
2010,169,D5,3.77,0.07
2010,169,E1,4.78,0.19
2010,169,E2,4.28,0.05
2010,169,E3,4.01,0.04
2010,169,E4,4.91,0.07
2010,169,E5,5.77,0.1
2010,169,F1,5.32,0.29
2010,169,F2,5.41,0.12
2010,169,F3,6.04,0.15
2010,169,F4,4.73,0.04
2010,169,F5,5.03,0.14
2010,169,G1,4.46,0.1
2010,169,G2,6.45,0.07
2010,169,G5,6.64,0.14
2010,169,H1,5.85,0.3
2010,169,H2,6.04,0.04
2010,169,H5,6.17,0.04
2010,169,PAR,5.74,0.09
2010,181,A1,4.7,0.12
2010,181,A2,4.84,0.13
2010,181,A3,4.46,0.11
2010,181,B1,5.31,0.32
2010,181,B2,4.74,0.17
2010,181,B3,4.51,0.1
2010,181,B4,5.16,0.12
2010,181,C1,4.86,0.03
2010,181,C2,4.75,0.16
2010,181,C3,4.98,0.1
2010,181,C4,4.9,0.03
2010,181,C5,5.77,0.14
2010,181,D1,4.42,0.03
2010,181,D2,4.31,0.07
2010,181,D3,4.21,0.05
2010,181,D4,4.14,0.05
2010,181,D5,3.89,0.07
2010,181,E1,4.95,0.15
2010,181,E2,4.33,0.05
2010,181,E3,4.15,0.04
2010,181,E4,5.04,0.07
2010,181,E5,6.23,0.18
2010,181,F1,5.46,0.22
2010,181,F2,5.32,0.09
2010,181,F3,6.12,0.12
2010,181,F4,4.87,0.04
2010,181,F5,5.25,0.15
2010,181,G1,4.58,0.04
2010,181,G2,6.51,0.07
2010,181,G5,6.63,0.07
2010,181,H1,5.85,0.18
2010,181,H2,6.14,0.02
2010,181,H5,6.41,0.04
2010,181,PAR,5.83,0.06
2010,192,A1,4.95,0.12
2010,192,A2,4.83,0.14
2010,192,A3,4.48,0.13
2010,192,B1,5.56,0.22
2010,192,B2,4.77,0.15
2010,192,B3,4.67,0.21
2010,192,B4,5.13,0.14
2010,192,C1,4.86,0.17
2010,192,C2,4.86,0.13
2010,192,C3,5.04,0.12
2010,192,C4,4.89,0.05
2010,192,C5,5.76,0.16
2010,192,D1,4.5,0.1
2010,192,D2,4.43,0.05
2010,192,D3,4.19,0.07
2010,192,D4,4.13,0.08
2010,192,D5,3.82,0.06
2010,192,E1,4.95,0.16
2010,192,E2,4.44,0.05
2010,192,E3,4.33,0.05
2010,192,E4,5.21,0.08
2010,192,E5,6.29,0.17
2010,192,F1,5.59,0.25
2010,192,F2,5.7,0.11
2010,192,F3,6.17,0.08
