genus,species,subclass,family,alien,main.habitat,detailed.habitat,life.form,ldetailed.life.form,sum.2007,status,listed.for.hf,verified,reason.not.listed,current,historical,synonyms,common.name,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,grout,simes
Epilobium,ciliatum,Rosidae,Onagraceae,0,O W,WO RW,H,HL,3,U,1,1,NA,1,1,E. adenocaulon,Ciliate Willowherb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Epilobium,coloratum,Rosidae,Onagraceae,0,O W,WO RW,H,HL,1,U,1,1,NA,1,1,NA,Colored Willowherb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epilobium,leptophyllum,Rosidae,Onagraceae,0,W,WB,H,HL,3,U,1,1,NA,1,1,NA,Bog Willowherb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Epilobium,palustre ?,Rosidae,Onagraceae,0,NA,NA,NA,NA,0,M,0,0,NV,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epilobium,sp.,Rosidae,Onagraceae,0,NA,NA,H,HL,3,U,0,1,GEN,1,1,NA,Willowherb,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Epipactis,helleborine,Liliidae,Orchidaceae,1,F,F,H,HL,5,U,1,1,NA,1,0,NA,Helleborine,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Equisetum,arvense,Pteridophyte,Equisetaceae,0,O,OD,H,HS,5,U,1,1,NA,1,1,NA,Common Horsetail,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Equisetum,sylvaticum,Pteridophyte,Equisetaceae,0,W,WF,H,HS,2,U,1,1,NA,1,1,NA,Wood Horsetail,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eragrostis,pectinacea,Commelinidae,Poaceae,0,O,OD,G,GA,1,U,1,1,NA,1,0,NA,Love Grass,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eragrostis,pilosa,Commelinidae,Poaceae,1,O,OD RP,G,GA,1,U,1,1,NA,1,0,NA,India Love Grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erechtites,hieraciifolia,Asteridae,Asteraceae,0,O,OD RW,H,HA,8,O,1,1,NA,1,1,NA,Fireweed,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Erigeron,annuus,Asteridae,Asteraceae,0,O,OP RW,H,HL,5,U,1,1,NA,1,1,NA,Daisy Fleabane,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Erigeron,pulchellus,Asteridae,Asteraceae,0,F,F,H,HL,0,M,1,1,NA,0,1,NA,Robin's Plantain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erigeron,strigosus,Asteridae,Asteraceae,0,O,OP,H,HL,4,U,1,1,NA,1,1,NA,Daisy Fleabane,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Eriophorum,virginicum,Commelinidae,Cyperaceae,0,W,WB,G,GL,6,O,1,1,NA,1,1,NA,Cotton-grass,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
Erysimum,cheiranthoides,Dilleniidae,Brassicaceae,1,O,OD,H,HA,3,U,1,1,NA,1,1,NA,Wormseed Mustard,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erythronium,americanum,Liliidae,Liliaceae,0,F,FR,H,HS,2,U,1,1,NA,1,1,NA,Troutlily,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euonymus,alatus,Rosidae,Celastraceae,1,O F,RW F,S,S,3,U,1,1,NA,1,0,NA,Winged Eyonymus,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euonymus,fortunei,Rosidae,Celastraceae,1,NA,NA,NA,NA,1,U,0,1,NDN,1,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eupatorium,maculatum,Asteridae,Asteraceae,0,W,WO,H,HL,12,F,1,1,NA,1,1,NA,Common Joe-pye Weed,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
Eupatorium,perfoliatum,Asteridae,Asteraceae,0,W,WO,H,HL,13,F,1,1,NA,1,1,NA,White Boneset,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1
Eupatorium,purpureum,Asteridae,Asteraceae,0,F,FR,H,HL,0,M,0,1,NC,0,1,NA,Purple Joe-pye Weed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eupatorium,rugosum,Asteridae,Asteraceae,0,F,FR,H,HL,6,O,1,1,NA,1,1,NA,White Boneset,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Euphorbia,cyparissias,Rosidae,Euphorbiaceae,1,O,RP,H,HS,1,U,1,1,NA,1,0,NA,Cypress Spurge,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euthamia,graminifolia,Asteridae,Asteraceae,0,O,OP,H,HL,12,F,1,1,NA,1,1,Soldago g.,Grass-leaved Goldenrod,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
Fagopyrum,esculentum,Caryophyllidae,Polygonaceae,1,O,OD OC,H,HA,1,U,1,1,NA,1,0,NA,Buckwheat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fagus,grandifolia,Hamameliidae,Fagaceae,0,F,F,T,T,31,C,1,1,NA,1,1,NA,American Beech,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Fagus,sylvatica,Hamameliidae,Fagaceae,1,F,F,T,T,1,U,1,1,NA,1,0,NA,European Beech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fallopia,cilinode,Caryophyllidae,Polygonaceae,0,F,F,H,HL,10,O,1,1,NA,1,1,NA,Fringed Bindweed,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Fallopia,convolvulus,Caryophyllidae,Polygonaceae,1,O,OE,H,HA,0,M,1,1,NA,0,1,NA,Black Bindweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallopia,japonica,Caryophyllidae,Polygonaceae,1,O,RP,H,HL,2,U,1,1,NA,1,0,NA,Japanese Knotweed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fallopia,scandens,Caryophyllidae,Polygonaceae,0,F W,FO WS,H,HL,1,U,1,1,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Festuca,arundinacea,Commelinidae,Poaceae,1,O,RP,G,GL,1,U,1,0,NA,1,0,NA,Sheep Fescue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Festuca,filiformis,Commelinidae,Poaceae,1,O,RP,G,GL,2,U,1,1,NA,1,1,Festuca capillata,Hair Fescue,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Festuca,ovina,Commelinidae,Poaceae,1,O,RP,G,GL,0,M,1,1,NA,0,1,NA,Sheep Fescue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Festuca,pratensis,Commelinidae,Poaceae,1,O,RP,G,GL,0,M,1,1,NA,0,1,F. elatior,Meadow Fescue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Festuca,rubra,Commelinidae,Poaceae,0,O,OB OD RP,G,GL,7,O,1,1,NA,1,1,NA,Red Fescue,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Festuca,sp.,Commelinidae,Poaceae,1,O,RP,G,GL,3,U,1,1,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Festuca,trachyphylla,Commelinidae,Poaceae,1,O,OP,G,GL,1,U,1,1,NA,1,1,F. ovina var. duriuscula,Hard Fescue,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragaria,virginiana,Rosidae,Rosaceae,0,O,OP RW,H,HS,19,F,1,1,NA,1,1,NA,Common Strawberry,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1
Fraxinus,americana,Asteridae,Oleaceae,0,F,F,T,T,27,C,1,1,NA,1,1,NA,American Ash,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
Fraxinus,nigra,Asteridae,Oleaceae,0,W,WS,T,T,4,U,1,1,NA,1,1,NA,Black Ash,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Galeopsis,tetrahit,Asteridae,Lamiaceae,1,O,OD,H,HL,4,U,1,1,NA,1,1,NA,Common Hemp-nettle,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galinsoga,quadriradiata,Asteridae,Asteraceae,1,O,OD,H,HL,3,U,1,1,NA,1,1,NA,Quickweed,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galium,asprellum,Asteridae,Rubiaceae,0,W,WS,H,HS,5,U,1,1,NA,1,1,NA,Rough Bedstraw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Galium,circaezans,Asteridae,Rubiaceae,0,F,FR,H,HS,1,U,1,1,NA,1,1,NA,Wild Liquorice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium,lanceolatum,Asteridae,Rubiaceae,0,F,FR,H,HS,3,U,1,1,NA,1,0,NA,Wild Liquorice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Galium,mollugo,Asteridae,Rubiaceae,1,O,OP,H,HS,4,U,1,1,NA,1,1,NA,European Bedstraw,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Galium,palustre,Asteridae,Rubiaceae,0,W,WO,H,HL,4,U,1,1,NA,1,1,NA,Marsh Bedstraw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Galium,tinctorium,Asteridae,Rubiaceae,0,W,WO WB,H,HL,11,F,1,1,NA,1,1,NA,Dyer's Bedstraw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1
Galium,trifidum,Asteridae,Rubiaceae,0,W,WB,H,HL,2,U,0,0,NC,1,0,NA,Small Marsh Bedstraw,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Galium,triflorum,Asteridae,Rubiaceae,0,F,F,H,HS,11,F,1,1,NA,1,1,NA,Three-flowered Bedstraw,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
Gaultheria,hispidula,Dilleniidae,Ericaceae,0,W,WB,S,SDE,5,U,1,1,NA,1,1,Chiogenes h.,Creeping Snowberry,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
Gaultheria,procumbens,Dilleniidae,Ericaceae,0,F,F,S,SDE,29,C,1,1,NA,1,1,NA,Wintergreen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
Gaylussacia,baccata,Dilleniidae,Ericaceae,0,W,WF WB,S,S,8,O,1,1,NA,1,1,NA,Black Huckleberry,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1
Gaylussacia,frondosa,Dilleniidae,Ericaceae,0,W ,WF,S,S,2,U,1,1,NA,1,1,NA,Dangleberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gentiana,clausa,Asteridae,Gentianaceae,0,W,WS,H,HL,0,M,1,1,NA,0,1,NA,Common Bottle Gentian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gentiana,linearis,Asteridae,Gentianaceae,0,W,WO WP,H,HL,1,U,1,1,NA,1,1,NA,Narrow-leaved Gentian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gentianopsis,crinita,Asteridae,Gentianaceae,0,W,WO,H,HL,0,M,1,1,NA,0,1,Gentiana crinita,Fringed gentian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium,maculatum,Rosidae,Geraniaceae,0,F,F,H,HS,2,U,1,1,NA,1,1,NA,Wild Geranium,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Geranium,robertianum,Rosidae,Geraniaceae,0,F,FR,H,HS,1,U,1,1,NA,1,1,NA,Herb Robert,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geum,aleppicum,Rosidae,Rosaceae,0,F,FR,H,HL,2,U,1,1,NA,1,0,NA,Yellow Avens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Geum,canadense,Rosidae,Rosaceae,0,O F,RW FR,H,HL,4,U,1,1,NA,1,1,NA,White Avens,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Geum,laciniatum,Rosidae,Rosaceae,0,W,WF,H,HL,0,M,1,1,NA,0,1,NA,Rough Avens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geum,rivale,Rosidae,Rosaceae,0,W,WF,H,HS,1,U,1,1,NA,1,1,NA,Water Avens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glechoma,hederacea,Asteridae,Lamiaceae,1,O,OG,H,HS,3,U,1,1,NA,1,1,NA,Ground-ivy,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Glyceria,borealis,Commelinidae,Poaceae,0,W,WP,G,GL,0,M,1,1,NA,0,1,NA,Northern Mannagrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glyceria,canadensis,Commelinidae,Poaceae,0,W,WO,G,GL,10,O,1,1,NA,1,1,NA,Canadian Manna Grass,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Glyceria,melicaria,Commelinidae,Poaceae,0,W,WF,G,GL,8,O,1,1,NA,1,1,NA,Slender Mannagrass,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Glyceria,obtusa,Commelinidae,Poaceae,0,W,WP,G,GL,0,M,0,0,NC,0,1,NA,Blunt Mannagrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glyceria,striata,Commelinidae,Poaceae,0,W,WO,G,GL,14,F,1,1,NA,1,1,NA,Fowl Mannagrass,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0
Gnaphalium,obtusifolium,Asteridae,Asteraceae,0,O,RP RW,H,HL,5,U,1,1,NA,1,1,NA,Fragrant Everlasting,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Gnaphalium,uliginosum,Asteridae,Asteraceae,0,O,RP RW,H,HL,4,U,1,1,NA,1,1,NA,Low Cudweed,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodyera,pubescens,Liliidae,Orchidaceae,0,F,F,H,HE,4,U,1,1,NA,1,1,NA,Downy Rattlesnake-Plantain,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Goodyera,tesselata,Liliidae,Orchidaceae,0,F,FC,H,HE,10,O,1,1,NA,1,1,NA,Rattlesnake Plantain,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0
Gratiola,aurea,Asteridae,Scrophulariaceae,0,W,WP,H,HL,0,M,0,1,PROV,0,1,NA,Golden Pert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gymnocarpium,dryopteris,Pteridophyte,Aspleniaceae,0,F,FR,F,F,2,U,1,1,NA,1,1,NA,Oak Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Hamamelis,virginiana,Hamameliidae,Hamamelidaceae,0,F,F,T,T,27,C,1,1,NA,1,1,NA,Witch Hazel,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
Helianthemum,bicknellii,Dilleniidae,Cistaceae,0,O,OB,H,HL,2,U,1,1,NA,1,0,NA,Bicknell's Rockrose,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helianthemum,canadense,Dilleniidae,Cistaceae,0,O,OB,H,HL,1,U,1,1,NA,1,1,NA,Canadian Frostweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Helianthus,tuberosus,Asteridae,Asteraceae,1,O,OT,H,HL,1,U,1,1,NA,1,0,NA,Jerusalem Artichoke,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemerocallis,fulva,Liliidae,Liliaceae,1,O,OH RP,H,HL,4,U,1,1,NA,1,1,NA,Orange Daylilly,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heracleum,maximum,Rosidae,Apiaceae,0,O,OE,H,HL,0,M,1,1,NA,0,1,NA,Cow-parsnip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hesperis,matronalis,Dilleniidae,Brassicaceae,1,W,WS,H,HL,1,U,1,1,NA,1,0,NA,Dame's-rocket,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heteranthera,dubia,Alismatidae,Zosteraceae,0,W,WP,A,AS,1,U,1,1,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hieracium,aurantiacum,Asteridae,Asteraceae,1,O,OP RW,H,HL,6,O,1,1,NA,1,1,NA,Orange Hawkweed,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Hieracium,caespitosum,Asteridae,Asteraceae,1,O,OP RW,H,HL,6,O,1,1,NA,1,1,H. pratense,King-Devil,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Hieracium,paniculatum,Asteridae,Asteraceae,0,F,F,H,HL,8,O,1,1,NA,1,1,NA,Panicled Hawkweed,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Hieracium,piloselloides,Asteridae,Asteraceae,1,F,OP,H,HL,1,U,1,1,NA,1,0,NA,King-Devil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hieracium,scabrum,Asteridae,Asteraceae,0,O F,OB FO,H,HL,7,O,1,1,NA,1,1,NA,Rough Hawkweed,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
Hieracium,sp.,Asteridae,Asteraceae,1,NA,NA,NA,NA,10,O,0,1,GEN,1,1,NA,NA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0
Hieracium,umbellatum,Asteridae,Asteraceae,0,O F,OB FO,H,HL,0,M,1,1,NA,0,1,H. canadense; kalmii,Canada Hawkweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hieracium,venosum,Asteridae,Asteraceae,0,F,FR,H,HL,1,U,1,1,NA,1,1,NA,Veined Hawkweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Holcus,lanatus,Commelinidae,Poaceae,1,O,RP,G,GL,1,U,1,1,NA,1,0,NA,Velvet Grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Houstonia,caerulea,Asteridae,Rubiaceae,0,W,WS,H,HS,16,F,1,1,NA,1,1,Hedyotis c.,Bluets,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1
Humulus,lupulus,Asteridae,Cannabaceae,1,O,OE,H,HL,0,M,1,1,NA,0,1,NA,Hops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huperzia,lucidula,Pteridophyte,Lycopodiaceae,0,F,F,S,SDE,20,F,1,1,NA,1,1,Lycopodium lucidulum,Shining Clubmoss,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Hydrangea,arborescens,Rosidae,Hydrangeaceae,1,O,OD,S,S,1,U,1,1,NA,1,0,NA,Wild Hydrangea,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrocotyle,americana,Rosidae,Apiaceae,0,W,WF,H,HL,19,F,1,1,NA,1,1,NA,Pennywort,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
Hypericum,boreale,Dilleniidae,Clusiaceae,0,W,WP WB,H,HL,3,U,1,1,NA,1,1,NA,Northern St. John's-wort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Hypericum,canadense,Dilleniidae,Clusiaceae,0,W,WO,H,HL,7,O,1,1,NA,1,1,NA,Canadian St. John's-wort,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
Hypericum,ellipticum,Dilleniidae,Clusiaceae,0,W,WP,H,HL,6,O,1,1,NA,1,1,NA,Elliptic St. John's-wort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
Hypericum,gentianoides,Dilleniidae,Clusiaceae,0,O,OB RP,H,HA,0,M,1,1,NA,0,1,NA,Pineweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum,mutilum,Dilleniidae,Clusiaceae,0,W O,WO OD,H,HL,4,U,1,1,NA,1,1,NA,Dwarf St. John's-wort,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hypericum,perforatum,Dilleniidae,Clusiaceae,1,O,OD RW RP,H,HL,11,F,1,1,NA,1,1,NA,Common St. John's-wort,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
